 
****************************************
Report : power
        -cell
        -analysis_effort low
        -verbose
        -sort_mode cell_internal_power
Design : cv32e40p_controller_COREV_CLUSTER
Version: T-2022.03-SP3
Date   : Sun Jun  1 19:52:43 2025
****************************************


Library(s) Used:

    saed32rvt_tt0p78v25c (File: /usr/local/synopsys/pdk/SAED32_EDK/lib/stdcell_rvt/db_ccs/saed32rvt_tt0p78v25c.db)


Operating Conditions: tt0p78v25c   Library: saed32rvt_tt0p78v25c
Wire Load Model Mode: enclosed

Design        Wire Load Model            Library
------------------------------------------------
cv32e40p_controller_COREV_CLUSTER
                       8000              saed32rvt_tt0p78v25c


Global Operating Voltage = 0.78 
Power-specific unit information :
    Voltage Units = 1V
    Capacitance Units = 1.000000ff
    Time Units = 1ns
    Dynamic Power Units = 1uW    (derived from V,C,T units)
    Leakage Power Units = 1pW



  Attributes
  ----------
      h  -  Hierarchical cell

                        Cell      Driven Net  Tot Dynamic      Cell
                        Internal  Switching   Power            Leakage
Cell                    Power     Power       (% Cell/Tot)     Power      Attrs
--------------------------------------------------------------------------------
U134                       0.0000    0.0104   1.04e-02 (0%)    59356.3086  
U135                       0.0000    0.0115   1.15e-02 (0%)    65205.3594  
U136                       0.0000 7.373e-03   7.37e-03 (0%)    56926.7109  
U137                       0.0000 8.062e-03   8.06e-03 (0%)    63182.5312  
U138                       0.0000    0.0116   1.16e-02 (0%)    102554.6016
                                                                           
U139                       0.0000 9.811e-03   9.81e-03 (0%)    65205.3594  
U142                       0.0000 5.392e-04   5.39e-04 (0%)    69029.2109  
U143                       0.0000 9.220e-04   9.22e-04 (0%)    102554.6016
                                                                           
U144                       0.0000 6.977e-04   6.98e-04 (0%)    109879.0000
                                                                           
U145                       0.0000    0.0118   1.18e-02 (0%)    56926.7109  
U146                       0.0000 7.729e-03   7.73e-03 (0%)    52340.1016  
U147                       0.0000 6.948e-03   6.95e-03 (0%)    102554.6016
                                                                           
U148                       0.0000 6.169e-03   6.17e-03 (0%)    102554.6016
                                                                           
U149                       0.0000 4.070e-03   4.07e-03 (0%)    161901.9062
                                                                           
U150                       0.0000 4.551e-04   4.55e-04 (0%)    161901.9062
                                                                           
U151                       0.0000 3.407e-03   3.41e-03 (0%)    56926.7109  
U152                       0.0000 7.216e-05   7.22e-05 (0%)    102554.6016
                                                                           
U156                       0.0000 9.511e-03   9.51e-03 (0%)    65205.3594  
U157                       0.0000    0.0178   1.78e-02 (0%)    71517.7109  
U158                       0.0000 9.582e-03   9.58e-03 (0%)    65205.3594  
U159                       0.0000    0.0284   2.84e-02 (0%)    58174.3594  
U160                       0.0000    0.0274   2.74e-02 (0%)    52340.1016  
U161                       0.0000    0.0304   3.04e-02 (0%)    104546.0000
                                                                           
U164                       0.0000    0.0171   1.71e-02 (0%)    58174.3594  
U165                       0.0000    0.0155   1.55e-02 (0%)    63813.2617  
U167                       0.0000    0.0215   2.15e-02 (0%)    78585.3438  
U168                       0.0000 5.674e-04   5.67e-04 (0%)    89749.5078  
U169                       0.0000 7.242e-04   7.24e-04 (0%)    59356.3086  
U170                       0.0000 7.964e-04   7.96e-04 (0%)    59356.3086  
U172                       0.0000    0.0102   1.02e-02 (0%)    119171.2969
                                                                           
U174                       0.0000 8.425e-05   8.43e-05 (0%)    63182.5312  
U176                       0.0000 9.304e-03   9.30e-03 (0%)    63182.5312  
U177                       0.0000    0.0119   1.19e-02 (0%)    69029.2109  
U178                       0.0000    0.0437   4.37e-02 (0%)    52340.1016  
U179                       0.0000    0.0217   2.17e-02 (0%)    65205.3594  
U180                       0.0000    0.0000      0.000 (N/A)   102554.6016
                                                                           
U181                       0.0000 3.567e-05   3.57e-05 (0%)    78585.3438  
U183                       0.0000    0.0109   1.09e-02 (0%)    63452.3789  
U189                       0.0000    0.0212   2.12e-02 (0%)    78585.3438  
U197                       0.0000 4.555e-03   4.56e-03 (0%)    65205.3594  
U198                       0.0000 2.745e-03   2.75e-03 (0%)    59356.3086  
U199                       0.0000 3.144e-04   3.14e-04 (0%)    58174.3594  
U203                       0.0000 2.716e-03   2.72e-03 (0%)    56926.7109  
U205                       0.0000 5.835e-06   5.83e-06 (0%)    56926.7109  
U206                       0.0000 1.436e-03   1.44e-03 (0%)    56926.7109  
U208                       0.0000 1.423e-03   1.42e-03 (0%)    56926.7109  
U209                       0.0000 5.847e-05   5.85e-05 (0%)    58360.9609  
U211                       0.0000 1.331e-03   1.33e-03 (0%)    56926.7109  
U214                       0.0000 3.468e-05   3.47e-05 (0%)    65205.3594  
U215                       0.0000 3.928e-03   3.93e-03 (0%)    63182.5312  
U216                       0.0000 6.005e-04   6.00e-04 (0%)    52340.1016  
U219                       0.0000    0.0177   1.77e-02 (0%)    59356.3086  
U220                       0.0000 2.735e-04   2.74e-04 (0%)    59411.3711  
U221                       0.0000    0.0176   1.76e-02 (0%)    88240.5234  
U223                       0.0000    0.0149   1.49e-02 (0%)    52340.1016  
U224                       0.0000 1.620e-04   1.62e-04 (0%)    49424.1211  
U225                       0.0000 7.011e-04   7.01e-04 (0%)    78585.3438  
U226                       0.0000    0.0372   3.72e-02 (0%)    63182.5312  
U227                       0.0000 2.675e-03   2.67e-03 (0%)    58360.9609  
U228                       0.0000 7.073e-03   7.07e-03 (0%)    56926.7109  
U229                       0.0000    0.0146   1.46e-02 (0%)    58360.9609  
U230                       0.0000 3.856e-03   3.86e-03 (0%)    59411.3711  
U231                       0.0000 8.453e-03   8.45e-03 (0%)    161901.9062
                                                                           
U232                       0.0000 4.576e-03   4.58e-03 (0%)    78585.3438  
U233                       0.0000    0.0000      0.000 (N/A)   102554.6016
                                                                           
U236                       0.0000 2.948e-03   2.95e-03 (0%)    69029.2109  
U237                       0.0000 2.898e-04   2.90e-04 (0%)    63182.5312  
U238                       0.0000 7.953e-04   7.95e-04 (0%)    102554.6016
                                                                           
U239                       0.0000    0.0186   1.86e-02 (0%)    52340.1016  
U240                       0.0000    0.0219   2.19e-02 (0%)    59356.3086  
U241                       0.0000    0.0178   1.78e-02 (0%)    58360.9609  
U242                       0.0000 7.554e-04   7.55e-04 (0%)    78585.3438  
U243                       0.0000    0.0394   3.94e-02 (0%)    104546.0000
                                                                           
U244                       0.0000 5.471e-03   5.47e-03 (0%)    56926.7109  
U245                       0.0000    0.0121   1.21e-02 (0%)    63182.5312  
U246                       0.0000    0.0000      0.000 (N/A)   58360.9609  
U247                       0.0000    0.0634   6.34e-02 (0%)    58360.9609  
U248                       0.0000 8.095e-04   8.10e-04 (0%)    62566.2891  
U249                       0.0000 4.609e-03   4.61e-03 (0%)    62566.2891  
U250                       0.0000 2.705e-03   2.70e-03 (0%)    62566.2891  
U251                       0.0000 6.764e-04   6.76e-04 (0%)    56926.7109  
U252                       0.0000    0.0441   4.41e-02 (0%)    52340.1016  
U253                       0.0000 7.003e-03   7.00e-03 (0%)    52340.1016  
U254                       0.0000 5.338e-03   5.34e-03 (0%)    78585.3438  
U255                       0.0000 7.817e-03   7.82e-03 (0%)    84197.7500  
U256                       0.0000 3.257e-04   3.26e-04 (0%)    84197.7500  
U257                       0.0000 3.970e-04   3.97e-04 (0%)    84197.7500  
U258                       0.0000 2.834e-03   2.83e-03 (0%)    84197.7500  
U259                       0.0000    0.0140   1.40e-02 (0%)    114778.0000
                                                                           
U260                       0.0000    0.0147   1.47e-02 (0%)    114778.0000
                                                                           
U261                       0.0000    0.0157   1.57e-02 (0%)    114778.0000
                                                                           
U262                       0.0000    0.0145   1.45e-02 (0%)    114778.0000
                                                                           
U263                       0.0000    0.0154   1.54e-02 (0%)    114778.0000
                                                                           
U264                       0.0000    0.0169   1.69e-02 (0%)    114778.0000
                                                                           
U265                       0.0000    0.0114   1.14e-02 (0%)    62566.2891  
U266                       0.0000 2.208e-03   2.21e-03 (0%)    119171.2969
                                                                           
U293                       0.0000    0.0164   1.64e-02 (0%)    58360.9609  
U294                       0.0000 5.307e-03   5.31e-03 (0%)    52340.1016  
U295                       0.0000 2.309e-03   2.31e-03 (0%)    86423.5625  
U296                       0.0000 2.400e-03   2.40e-03 (0%)    52340.1016  
U297                       0.0000    0.0304   3.04e-02 (0%)    72706.7188  
U298                       0.0000 9.375e-05   9.38e-05 (0%)    52340.1016  
U299                       0.0000 7.441e-03   7.44e-03 (0%)    58360.9609  
U300                       0.0000 7.499e-03   7.50e-03 (0%)    56926.7109  
U301                       0.0000 8.904e-03   8.90e-03 (0%)    58360.9609  
U302                       0.0000    0.0167   1.67e-02 (0%)    56926.7109  
U303                       0.0000 5.854e-05   5.85e-05 (0%)    58360.9609  
U304                       0.0000 8.078e-04   8.08e-04 (0%)    58360.9609  
U305                       0.0000 1.756e-05   1.76e-05 (0%)    56926.7109  
U306                       0.0000 8.078e-04   8.08e-04 (0%)    58360.9609  
U307                       0.0000    0.0121   1.21e-02 (0%)    58360.9609  
U308                       0.0000 5.246e-03   5.25e-03 (0%)    58360.9609  
U309                       0.0000 9.490e-03   9.49e-03 (0%)    58174.3594  
U310                       0.0000    0.0127   1.27e-02 (0%)    72706.7188  
U311                       0.0000    0.0604   6.04e-02 (0%)    58360.9609  
U312                       0.0000    0.0286   2.86e-02 (0%)    59356.3086  
U313                       0.0000 1.220e-03   1.22e-03 (0%)    78585.3438  
U314                       0.0000    0.0166   1.66e-02 (0%)    49424.1211  
U315                       0.0000 9.574e-03   9.57e-03 (0%)    98691.4688  
U316                       0.0000    0.0000      0.000 (N/A)   49424.1211  
U317                       0.0000    0.0113   1.13e-02 (0%)    63452.3789  
U318                       0.0000    0.0115   1.15e-02 (0%)    49424.1211  
U319                       0.0000    0.0139   1.39e-02 (0%)    49424.1211  
U320                       0.0000    0.0226   2.26e-02 (0%)    49424.1211  
U321                       0.0000 1.763e-03   1.76e-03 (0%)    58360.9609  
U322                       0.0000 3.031e-03   3.03e-03 (0%)    52340.1016  
U323                       0.0000 4.608e-05   4.61e-05 (0%)    52340.1016  
U324                       0.0000 3.953e-05   3.95e-05 (0%)    58360.9609  
U325                       0.0000    0.0000      0.000 (N/A)   49424.1211  
U326                       0.0000 9.164e-03   9.16e-03 (0%)    102492.8984
                                                                           
U327                       0.0000 2.258e-04   2.26e-04 (0%)    72706.7188  
U328                       0.0000 1.584e-04   1.58e-04 (0%)    58360.9609  
U329                       0.0000 1.624e-04   1.62e-04 (0%)    58360.9609  
U330                       0.0000    0.0331   3.31e-02 (0%)    58360.9609  
U331                       0.0000    0.0467   4.67e-02 (0%)    52340.1016  
U332                       0.0000    0.0000      0.000 (N/A)   102554.6016
                                                                           
U333                       0.0000 3.477e-04   3.48e-04 (0%)    89749.5078  
U334                       0.0000 5.862e-03   5.86e-03 (0%)    49424.1211  
U335                       0.0000 7.386e-03   7.39e-03 (0%)    49424.1211  
U336                       0.0000 4.541e-04   4.54e-04 (0%)    49424.1211  
U337                       0.0000 4.981e-03   4.98e-03 (0%)    49424.1211  
U338                       0.0000 9.141e-03   9.14e-03 (0%)    49424.1211  
U339                       0.0000    0.0227   2.27e-02 (0%)    52340.1016  
U340                       0.0000    0.0183   1.83e-02 (0%)    62566.2891  
U341                       0.0000 6.732e-04   6.73e-04 (0%)    89749.5078  
U342                       0.0000    0.0179   1.79e-02 (0%)    56926.7109  
U343                       0.0000    0.0228   2.28e-02 (0%)    49424.1211  
U344                       0.0000    0.0299   2.99e-02 (0%)    72706.7188  
U345                       0.0000 1.180e-03   1.18e-03 (0%)    58360.9609  
U346                       0.0000 6.977e-03   6.98e-03 (0%)    78585.3438  
U347                       0.0000 1.431e-03   1.43e-03 (0%)    49424.1211  
U348                       0.0000    0.1267      0.127 (0%)    52340.1016  
U349                       0.0000 7.625e-04   7.62e-04 (0%)    109879.0000
                                                                           
U350                       0.0000 5.603e-03   5.60e-03 (0%)    52340.1016  
U351                       0.0000 9.883e-03   9.88e-03 (0%)    58360.9609  
U352                       0.0000    0.0112   1.12e-02 (0%)    49424.1211  
U353                       0.0000 6.735e-03   6.74e-03 (0%)    49424.1211  
U354                       0.0000 1.457e-03   1.46e-03 (0%)    49424.1211  
U355                       0.0000    0.0172   1.72e-02 (0%)    49424.1211  
U356                       0.0000    0.0279   2.79e-02 (0%)    58360.9609  
U357                       0.0000 7.022e-03   7.02e-03 (0%)    49424.1211  
U358                       0.0000    0.0568   5.68e-02 (0%)    58360.9609  
U359                       0.0000 5.616e-03   5.62e-03 (0%)    49424.1211  
U360                       0.0000 2.391e-03   2.39e-03 (0%)    49424.1211  
U361                       0.0000    0.0683   6.83e-02 (0%)    49424.1211  
U362                       0.0000 7.473e-03   7.47e-03 (0%)    109879.0000
                                                                           
U363                       0.0000    0.0000      0.000 (N/A)   52340.1016  
U365                       0.0000    0.0000      0.000 (N/A)   52340.1016  
U367                       0.0000    0.0000      0.000 (N/A)   52340.1016  
U369                       0.0000    0.0000      0.000 (N/A)   52340.1016  
U371                       0.0000    0.0000      0.000 (N/A)   52340.1016  
U373                       0.0000    0.0000      0.000 (N/A)   52340.1016  
U375                       0.0000    0.0000      0.000 (N/A)   52340.1016  
U377                       0.0000    0.0236   2.36e-02 (0%)    102554.6016
                                                                           
U378                       0.0000 8.255e-03   8.26e-03 (0%)    58360.9609  
U379                       0.0000    0.0233   2.33e-02 (0%)    52340.1016  
U380                       0.0000 1.368e-03   1.37e-03 (0%)    52340.1016  
U381                       0.0000    0.0818   8.18e-02 (0%)    72706.7188  
U382                       0.0000    0.0939   9.39e-02 (0%)    72706.7188  
U383                       0.0000 7.381e-03   7.38e-03 (0%)    64943.4414  
U384                       0.0000    0.0255   2.55e-02 (0%)    104546.0000
                                                                           
U385                       0.0000    0.0646   6.46e-02 (0%)    72706.7188  
U386                       0.0000    0.0338   3.38e-02 (0%)    58360.9609  
U387                       0.0000 3.014e-03   3.01e-03 (0%)    72706.7188  
U388                       0.0000 2.934e-03   2.93e-03 (0%)    72706.7188  
U389                       0.0000    0.0000      0.000 (N/A)   72706.7188  
U390                       0.0000    0.0758   7.58e-02 (0%)    72706.7188  
U391                       0.0000    0.0800   8.00e-02 (0%)    72706.7188  
U392                       0.0000    0.0706   7.06e-02 (0%)    72706.7188  
U393                       0.0000 9.352e-03   9.35e-03 (0%)    63182.5312  
U394                       0.0000    0.0125   1.25e-02 (0%)    58360.9609  
U395                       0.0000    0.0461   4.61e-02 (0%)    72706.7188  
U396                       0.0000 6.615e-05   6.62e-05 (0%)    72706.7188  
U397                       0.0000 6.615e-05   6.62e-05 (0%)    72706.7188  
U398                       0.0000 6.615e-05   6.62e-05 (0%)    72706.7188  
U399                       0.0000 6.615e-05   6.62e-05 (0%)    72706.7188  
U400                       0.0000 6.615e-05   6.62e-05 (0%)    72706.7188  
U401                       0.0000 6.615e-05   6.62e-05 (0%)    72706.7188  
U402                       0.0000 6.615e-05   6.62e-05 (0%)    72706.7188  
U403                       0.0000 6.615e-05   6.62e-05 (0%)    72706.7188  
U404                       0.0000 6.615e-05   6.62e-05 (0%)    72706.7188  
U405                       0.0000 6.615e-05   6.62e-05 (0%)    72706.7188  
U406                       0.0000 6.615e-05   6.62e-05 (0%)    72706.7188  
U407                       0.0000 6.615e-05   6.62e-05 (0%)    72706.7188  
U408                       0.0000 6.615e-05   6.62e-05 (0%)    72706.7188  
U409                       0.0000 6.615e-05   6.62e-05 (0%)    72706.7188  
U410                       0.0000 6.615e-05   6.62e-05 (0%)    72706.7188  
U411                       0.0000 6.615e-05   6.62e-05 (0%)    72706.7188  
U412                       0.0000 6.615e-05   6.62e-05 (0%)    72706.7188  
U413                       0.0000 6.615e-05   6.62e-05 (0%)    72706.7188  
U414                       0.0000 6.615e-05   6.62e-05 (0%)    72706.7188  
U415                       0.0000 6.615e-05   6.62e-05 (0%)    72706.7188  
U416                       0.0000 6.615e-05   6.62e-05 (0%)    72706.7188  
U417                       0.0000 6.615e-05   6.62e-05 (0%)    72706.7188  
U418                       0.0000 6.615e-05   6.62e-05 (0%)    72706.7188  
U419                       0.0000 6.615e-05   6.62e-05 (0%)    72706.7188  
U420                       0.0000 5.996e-06   6.00e-06 (0%)    72706.7188  
U421                       0.0000 5.875e-06   5.87e-06 (0%)    72706.7188  
U422                       0.0000 5.875e-06   5.87e-06 (0%)    72706.7188  
U423                       0.0000 1.100e-05   1.10e-05 (0%)    72706.7188  
U424                       0.0000 5.447e-05   5.45e-05 (0%)    72706.7188  
U425                       0.0000 6.615e-05   6.62e-05 (0%)    72706.7188  
U426                       0.0000 6.615e-05   6.62e-05 (0%)    72706.7188  
U427                       0.0000 6.615e-05   6.62e-05 (0%)    72706.7188  
U428                       0.0000 6.615e-05   6.62e-05 (0%)    72706.7188  
U429                       0.0000 6.615e-05   6.62e-05 (0%)    72706.7188  
U430                       0.0000 6.615e-05   6.62e-05 (0%)    72706.7188  
U431                       0.0000 6.615e-05   6.62e-05 (0%)    72706.7188  
U432                       0.0000 6.615e-05   6.62e-05 (0%)    72706.7188  
U433                       0.0000 6.615e-05   6.62e-05 (0%)    72706.7188  
U434                       0.0000 5.392e-05   5.39e-05 (0%)    102554.6016
                                                                           
U435                       0.0000 5.747e-03   5.75e-03 (0%)    52340.1016  
U436                       0.0000 4.542e-05   4.54e-05 (0%)    52340.1016  
U437                       0.0000 7.349e-06   7.35e-06 (0%)    56926.7109  
U438                       0.0000 1.275e-04   1.28e-04 (0%)    59356.3086  
U439                       0.0000 3.416e-05   3.42e-05 (0%)    102554.6016
                                                                           
